"priority","cluster","slug","url","total_clicks","total_impressions","sources","has_legacy_content","legacy_datasets","legacy_titles","recommended_action"
"P3","Carrera y desarrollo profesional","tarjeta-auxiliar-de-enfermeria","https://serenfermera.com/tarjeta-auxiliar-de-enfermeria","3","169","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cual-es-la-abreviatura-de-doctor-en-quiropractica","https://serenfermera.com/cual-es-la-abreviatura-de-doctor-en-quiropractica","3","57","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","pros-y-contras-de-los-trabajadores-sociales","https://serenfermera.com/pros-y-contras-de-los-trabajadores-sociales","3","105","SiteExplorerUrls","True","nursingprocess-blog","13 pros y contras de ser un trabajador social","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","paso-nclex-que-sigue","https://serenfermera.com/paso-nclex-que-sigue","3","44","SiteExplorerUrls","True","nursingprocess-blog","12 PRÓXIMOS pasos a seguir después de aprobar NCLEX-RN","Reescribir desde legacy util"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-post-gastrectomia","https://serenfermera.com/cuidados-de-enfermeria-post-gastrectomia","3","112","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","intervencion-nutricional-sindrome-nefrotico-pediatria-cuidados-de-enfermeria","https://serenfermera.com/intervencion-nutricional-sindrome-nefrotico-pediatria-cuidados-de-enfermeria","3","105","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","despues-de-fallarse-nclex","https://serenfermera.com/despues-de-fallarse-nclex","3","31","SiteExplorerUrls","True","nursingprocess-blog","15 pasos para aprobar después de reprobar el NCLEX-RN","Reescribir desde legacy util"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-pacientes-con-hemorragia-digestiva-alta","https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-hemorragia-digestiva-alta","3","117","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","que-hace-un-crna","https://serenfermera.com/que-hace-un-crna","3","264","SiteExplorerUrls","True","nursingprocess-blog","¿Qué hace un CRNA? (20 deberes y responsabilidades típicos)","Reescribir desde legacy util"
"P3","Carrera y desarrollo profesional","auxiliar-de-enfermeria-cuanto-dura","https://serenfermera.com/auxiliar-de-enfermeria-cuanto-dura","3","113","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","el-proceso-de-enfermeria-como-enfermera-administrativa","https://serenfermera.com/el-proceso-de-enfermeria-como-enfermera-administrativa","3","46","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidados-enfermeria-enfermedad-ulcerosa-peptica","https://serenfermera.com/cuidados-enfermeria-enfermedad-ulcerosa-peptica","3","61","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","enfermera-de-viajes","https://serenfermera.com/enfermera-de-viajes","3","41","SiteExplorerUrls","True","nursingprocess-blog","¿Cómo convertirse en una enfermera especializada en viajes? (Respondido por un NP)","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","responsabilidad-en-enfermeria","https://serenfermera.com/responsabilidad-en-enfermeria","3","50","SiteExplorerUrls","True","nursingprocess-blog","10 maneras de demostrar responsabilidad en la práctica de enfermería","Reescribir desde legacy util"
"P3","Cuidados clinicos y procedimientos","irc-cuidados-de-enfermeria","https://serenfermera.com/irc-cuidados-de-enfermeria/","3","32","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-heridas-contaminadas","https://serenfermera.com/cuidados-de-enfermeria-en-heridas-contaminadas/","3","38","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-paciente-con-ostomia","https://serenfermera.com/cuidados-de-enfermeria-paciente-con-ostomia/","3","2","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-a-pacientes-neurologicos","https://serenfermera.com/cuidados-de-enfermeria-a-pacientes-neurologicos/","3","20","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-paciente-intubado","https://serenfermera.com/cuidados-de-enfermeria-en-paciente-intubado/","3","105","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","registro-de-cuidados-de-enfermeria","https://serenfermera.com/registro-de-cuidados-de-enfermeria/","3","167","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","plantillas-salud-enfermeria-gratis","https://serenfermera.com/plantillas-salud-enfermeria-gratis/","3","75","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","valoracion-cuidados-enfermeria","https://serenfermera.com/valoracion-cuidados-enfermeria/","3","96","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","metodo-kap-educacion-para-la-salud-enfermeria","https://serenfermera.com/metodo-kap-educacion-para-la-salud-enfermeria/","3","5","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-la-fase-de-agonia","https://serenfermera.com/cuidados-de-enfermeria-en-la-fase-de-agonia/","3","4","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","conocimientos-importantes-enfermeria-cuidados-intensivos","https://serenfermera.com/conocimientos-importantes-enfermeria-cuidados-intensivos/","3","6","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","arritmia-cardiaca-cuidados-de-enfermeria","https://serenfermera.com/arritmia-cardiaca-cuidados-de-enfermeria/","3","8","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","mantenimiento-y-proteccion-de-salud-obligacion-de-enfermeria","https://serenfermera.com/mantenimiento-y-proteccion-de-salud-obligacion-de-enfermeria/","3","15","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cistostomia-suprapubica-cuidados-de-enfermeria","https://serenfermera.com/cistostomia-suprapubica-cuidados-de-enfermeria/","3","19","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-pacientes-con-sindrome-de-guillain-barre","https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-sindrome-de-guillain-barre/","3","4","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","plan-de-cuidados-de-enfermeria-en-ninos-con-neumonia","https://serenfermera.com/plan-de-cuidados-de-enfermeria-en-ninos-con-neumonia/","3","2","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","usted-pregunto-por-que-eructo-cuando-recibo-un-masaje","https://serenfermera.com/usted-pregunto-por-que-eructo-cuando-recibo-un-masaje/","3","224","Paginas","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","puede-la-homeopatia-curar-la-enfermedad-del-higado","https://serenfermera.com/puede-la-homeopatia-curar-la-enfermedad-del-higado/","3","48","Paginas","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","diferentes-tipos-de-shock-y-cuidados-de-enfermeria","https://serenfermera.com/diferentes-tipos-de-shock-y-cuidados-de-enfermeria/","3","169","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","enfermera-de-dermatologia","https://serenfermera.com/enfermera-de-dermatologia","2","19","SiteExplorerUrls","True","nursingprocess-blog","¿Qué es una enfermera practicante de dermatología? (Respondido por una enfermera)","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","pueden-los-quiropracticos-facturar-codigos-de-evaluacion-y-gestion","https://serenfermera.com/pueden-los-quiropracticos-facturar-codigos-de-evaluacion-y-gestion","2","39","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","float-pool-enfermera-pros-y-contras","https://serenfermera.com/float-pool-enfermera-pros-y-contras","2","28","SiteExplorerUrls","True","nursingprocess-blog","10 pros y contras de ser una enfermera de piscina flotante","Reescribir desde legacy util"
"P3","Carrera y desarrollo profesional","actividades-de-auxiliar-de-enfermeria-en-hospitalizacion","https://serenfermera.com/actividades-de-auxiliar-de-enfermeria-en-hospitalizacion","2","42","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","funciones-del-auxiliar-de-enfermeria-en-hospital-psiquiatrico","https://serenfermera.com/funciones-del-auxiliar-de-enfermeria-en-hospital-psiquiatrico","2","5","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","funciones-de-tecnico-superior-en-enfermeria","https://serenfermera.com/funciones-de-tecnico-superior-en-enfermeria","2","23","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-radioterapia","https://serenfermera.com/cuidados-de-enfermeria-en-radioterapia","2","142","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Recursos y plantillas","valoracion-de-enfermeria-patron-de-persepcion-de-la-salud-ejemplos","https://serenfermera.com/valoracion-de-enfermeria-patron-de-persepcion-de-la-salud-ejemplos","2","234","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","tu-pregunta-donde-puedo-conseguir-un-masaje-en-sims-4","https://serenfermera.com/tu-pregunta-donde-puedo-conseguir-un-masaje-en-sims-4","2","13","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","diferencia-entre-area-de-salud-y-zona-basica-enfermeria","https://serenfermera.com/diferencia-entre-area-de-salud-y-zona-basica-enfermeria","2","340","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","prerrequisitos-de-la-escuela-de-enfermeria","https://serenfermera.com/prerrequisitos-de-la-escuela-de-enfermeria","2","87","SiteExplorerUrls","True","nursingprocess-blog","15 requisitos previos más comunes para la escuela de enfermería","Reescribir desde legacy util"
"P3","Cuidados clinicos y procedimientos","diabetes-mellitus-tipo-1-y-2-cuidados-de-enfermeria","https://serenfermera.com/diabetes-mellitus-tipo-1-y-2-cuidados-de-enfermeria","2","79","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","enfermera-de-la-marina","https://serenfermera.com/enfermera-de-la-marina","2","65","SiteExplorerUrls","True","nursingprocess-blog","10 pros y contras de ser enfermero de la Armada + Salario + Pasos para convertirse","Reescribir desde legacy util"
"P3","Cuidados clinicos y procedimientos","paginas-onlineplanes-de-cuidados-de-enfermeria","https://serenfermera.com/paginas-onlineplanes-de-cuidados-de-enfermeria","2","45","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","como-pasar-nclex-por-primera-vez","https://serenfermera.com/como-pasar-nclex-por-primera-vez","2","105","SiteExplorerUrls","True","nursingprocess-blog","Cómo aprobar el NCLEX-RN por primera vez: 18 cosas que hacer y no hacer","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","pregunta-cuanto-tiempo-duran-las-gotas-homeopaticas","https://serenfermera.com/pregunta-cuanto-tiempo-duran-las-gotas-homeopaticas","2","20","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","como-se-drena-el-liquido-de-los-oidos-despues-del-masaje","https://serenfermera.com/como-se-drena-el-liquido-de-los-oidos-despues-del-masaje","2","15","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","que-son-las-camas-de-hidromasaje","https://serenfermera.com/que-son-las-camas-de-hidromasaje","2","24","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","farmacia-tecnico-pros-y-contras","https://serenfermera.com/farmacia-tecnico-pros-y-contras","2","30","SiteExplorerUrls","True","nursingprocess-blog","13 pros y contras de ser técnico de farmacia","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","tecnica-ecoguiada-enfermeria-angie","https://serenfermera.com/tecnica-ecoguiada-enfermeria-angie","2","33","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","tromboflebitis-cuidados-de-enfermeria","https://serenfermera.com/tromboflebitis-cuidados-de-enfermeria","2","56","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuales-son-los-5-movimientos-basicos-del-masaje","https://serenfermera.com/cuales-son-los-5-movimientos-basicos-del-masaje","2","142","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","puncion-transparietohepatica-cuidados-de-enfermeria","https://serenfermera.com/puncion-transparietohepatica-cuidados-de-enfermeria","2","24","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","pregunta-frecuente-donde-esta-el-punto-de-acupuntura-li4","https://serenfermera.com/pregunta-frecuente-donde-esta-el-punto-de-acupuntura-li4","2","238","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-postoperatorios-de-enfermeria-bano","https://serenfermera.com/cuidados-postoperatorios-de-enfermeria-bano","2","45","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","postectomia-cuidados-de-enfermeria","https://serenfermera.com/postectomia-cuidados-de-enfermeria","2","235","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","tu-pregunta-se-puede-hacer-acupuntura-a-traves-de-la-ropa","https://serenfermera.com/tu-pregunta-se-puede-hacer-acupuntura-a-traves-de-la-ropa","2","6","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","fimosis-cuidados-de-enfermeria","https://serenfermera.com/fimosis-cuidados-de-enfermeria","2","70","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","es-la-quiropractica-una-nueva-era","https://serenfermera.com/es-la-quiropractica-una-nueva-era","2","5","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","revisiones-tecnicas-de-enfermeria","https://serenfermera.com/revisiones-tecnicas-de-enfermeria","2","83","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","ptosis-renal-cuidados-de-enfermeria","https://serenfermera.com/ptosis-renal-cuidados-de-enfermeria","2","424","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","10-diferencias-entre-un-hospital-publico-sin-fines-de-lucro-y-un-hospital-privado-corporativo-con-fines-de-lucro","https://serenfermera.com/10-diferencias-entre-un-hospital-publico-sin-fines-de-lucro-y-un-hospital-privado-corporativo-con-fines-de-lucro","2","38","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","los-fisioterapeutas-usan-estetoscopios","https://serenfermera.com/los-fisioterapeutas-usan-estetoscopios","2","10","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","lesions-musculoesqueletiques-en-la-actividad-de-auxiliar-de-enfermeria","https://serenfermera.com/lesions-musculoesqueletiques-en-la-actividad-de-auxiliar-de-enfermeria","2","41","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","las-mejores-escuelas-de-enfermeria-historicamente-negras","https://serenfermera.com/las-mejores-escuelas-de-enfermeria-historicamente-negras","2","2","SiteExplorerUrls","True","nursingprocess-blog","Las mejores escuelas de enfermería históricamente negras (HBCU) en la nación - 2022","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","como-me-convierto-en-masajista-en-arizona","https://serenfermera.com/como-me-convierto-en-masajista-en-arizona","2","3","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-pacientes-con-impella","https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-con-impella","2","190","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","usted-pregunto-que-hace-el-masaje-carotideo","https://serenfermera.com/usted-pregunto-que-hace-el-masaje-carotideo","2","205","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","aspectos-legales-para-trabajar-de-auxiliar-de-enfermeria","https://serenfermera.com/aspectos-legales-para-trabajar-de-auxiliar-de-enfermeria","2","47","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","quien-es-el-mejor-fisioterapeuta","https://serenfermera.com/quien-es-el-mejor-fisioterapeuta","2","46","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","para-que-se-utiliza-el-gelsemium-en-homeopatia","https://serenfermera.com/para-que-se-utiliza-el-gelsemium-en-homeopatia","2","64","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","como-abordar-el-patron-de-la-sexualidad-enfermeria-salud-mental","https://serenfermera.com/como-abordar-el-patron-de-la-sexualidad-enfermeria-salud-mental","2","54","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","trabajar-de-auxiliar-de-enfermeria-sin-titulo","https://serenfermera.com/trabajar-de-auxiliar-de-enfermeria-sin-titulo","2","30","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","frases-de-auxiliar-de-enfermeria-escritas-en-un-llavero","https://serenfermera.com/frases-de-auxiliar-de-enfermeria-escritas-en-un-llavero","2","88","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","valoracion-y-cuidados-de-enfermeria-en-la-adolescencia","https://serenfermera.com/valoracion-y-cuidados-de-enfermeria-en-la-adolescencia","2","68","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","auxiliar-de-enfermeria-pruebas-libres-online","https://serenfermera.com/auxiliar-de-enfermeria-pruebas-libres-online","2","25","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","tipos-de-trabajadores-sociales","https://serenfermera.com/tipos-de-trabajadores-sociales","2","65","SiteExplorerUrls","True","nursingprocess-blog","19 diferentes tipos de trabajadores sociales: salarios y perspectivas","Reescribir desde legacy util"
"P3","Carrera y desarrollo profesional","cuales-son-los-tipos-de-auxiliar-de-enfermeria","https://serenfermera.com/cuales-son-los-tipos-de-auxiliar-de-enfermeria","2","25","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","por-que-no-hacer-ejercicio-despues-de-un-masaje","https://serenfermera.com/por-que-no-hacer-ejercicio-despues-de-un-masaje","2","18","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","ramsay-hunt-plan-de-cuidados-de-enfermeria","https://serenfermera.com/ramsay-hunt-plan-de-cuidados-de-enfermeria","2","5","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-durante-pericardiocentesis","https://serenfermera.com/cuidados-de-enfermeria-durante-pericardiocentesis","2","36","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","gastritis-cuidados-de-enfermeria","https://serenfermera.com/gastritis-cuidados-de-enfermeria","2","173","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","psicologos-escolar-pros-y-contras","https://serenfermera.com/psicologos-escolar-pros-y-contras","2","20","SiteExplorerUrls","True","nursingprocess-blog","10 pros y contras de ser psicólogo escolar","Reescribir desde legacy util"
"P3","Conceptos y fundamentos de enfermeria","importancia-del-tecnico-de-enfermeria","https://serenfermera.com/importancia-del-tecnico-de-enfermeria","2","109","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","capacitacion-enfermeria-cuidados-paliativos-medicina-paliativa","https://serenfermera.com/capacitacion-enfermeria-cuidados-paliativos-medicina-paliativa","2","32","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","enfermeria-en-salud-mental","https://serenfermera.com/enfermeria-en-salud-mental/","2","51","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","plan-de-cuidados-de-enfermeria-en-pacientes-con-adicciones","https://serenfermera.com/plan-de-cuidados-de-enfermeria-en-pacientes-con-adicciones/","2","38","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cateter-umbilical-cuidados-de-enfermeria","https://serenfermera.com/cateter-umbilical-cuidados-de-enfermeria/","2","28","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-al-ingreso-del-paciente","https://serenfermera.com/cuidados-de-enfermeria-al-ingreso-del-paciente/","2","88","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","posiciones-quirurgicas-cuidados-de-enfermeria-y-prevencion-de-complicaciones","https://serenfermera.com/posiciones-quirurgicas-cuidados-de-enfermeria-y-prevencion-de-complicaciones/","2","61","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","plan-de-cuidados-de-enfermeria-embarazo","https://serenfermera.com/plan-de-cuidados-de-enfermeria-embarazo/","2","53","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-en-pacientes-nefrologicos","https://serenfermera.com/cuidados-de-enfermeria-en-pacientes-nefrologicos/","2","24","PageTrafficReport","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","auxiliar-de-enfermeria-que-grupo-de-cotizacion-es","https://serenfermera.com/auxiliar-de-enfermeria-que-grupo-de-cotizacion-es/","2","10","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-despues-de-una-cesarea","https://serenfermera.com/cuidados-de-enfermeria-despues-de-una-cesarea/","2","10","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidado-de-enfermeris-psiquiatria","https://serenfermera.com/cuidado-de-enfermeris-psiquiatria/","2","9","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","oxigenoterapia-neonatal-cuidados-de-enfermeria","https://serenfermera.com/oxigenoterapia-neonatal-cuidados-de-enfermeria/","2","24","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cateter-venoso-central-cuidados-de-enfermeria-uc","https://serenfermera.com/cateter-venoso-central-cuidados-de-enfermeria-uc/","2","19","PageTrafficReport","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","cuidados-de-enfermeria-post-apendicectomia","https://serenfermera.com/cuidados-de-enfermeria-post-apendicectomia/","2","11","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","importancia-de-la-promocion-de-la-salud-en-enfermeria","https://serenfermera.com/importancia-de-la-promocion-de-la-salud-en-enfermeria/","2","115","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","respuesta-rapida-cual-es-el-significado-de-3x-en-homeopatia","https://serenfermera.com/respuesta-rapida-cual-es-el-significado-de-3x-en-homeopatia/","2","58","Paginas","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","pregunta-frecuente-tengo-que-desvestirme-para-el-quiropractico","https://serenfermera.com/pregunta-frecuente-tengo-que-desvestirme-para-el-quiropractico/","2","33","Paginas","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","does-aarp-united-healthcare-cover-massage-therapy","https://serenfermera.com/does-aarp-united-healthcare-cover-massage-therapy/","2","28","Paginas","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","cursos-auxiliar-de-enfermeria-on-line-gratis","https://serenfermera.com/cursos-auxiliar-de-enfermeria-on-line-gratis/","2","162","Paginas","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","puede-ayurveda-curar-el-liquen-plano","https://serenfermera.com/puede-ayurveda-curar-el-liquen-plano/","2","121","Paginas","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","enalapril-vademecum-cuidados-de-enfermeria","https://serenfermera.com/enalapril-vademecum-cuidados-de-enfermeria/","2","84","Paginas","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","modelo-contrato-auxiliar-de-enfermeria-word","https://serenfermera.com/modelo-contrato-auxiliar-de-enfermeria-word/","2","16","Paginas","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","alba-nerin-auxiliar-enfermeria-mutua-terrassa","https://serenfermera.com/alba-nerin-auxiliar-enfermeria-mutua-terrassa/","2","5","Paginas","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","marasmo-cuidados-de-enfermeria","https://serenfermera.com/marasmo-cuidados-de-enfermeria/","2","4","Paginas","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","curso-fuden-tablon-en-blanco-cuidados-de-enfermeria-en-urgenciaw","https://serenfermera.com/curso-fuden-tablon-en-blanco-cuidados-de-enfermeria-en-urgenciaw/","2","194","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","enfermeria-salud-sexual-i-reproductiva","https://serenfermera.com/enfermeria-salud-sexual-i-reproductiva/","2","11","Paginas","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","definicion-de-auxiliar-de-enfermeria-en-guatemala","https://serenfermera.com/definicion-de-auxiliar-de-enfermeria-en-guatemala/","2","11","Paginas","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuanto-gana-el-fisioterapeuta-al-mes-en-sudafrica","https://serenfermera.com/cuanto-gana-el-fisioterapeuta-al-mes-en-sudafrica/","2","6","Paginas","False","","","Crear desde cero"
"P3","Carrera y desarrollo profesional","competencias-y-habilidades-de-auxiliar-de-enfermeria","https://serenfermera.com/competencias-y-habilidades-de-auxiliar-de-enfermeria/","2","9","PageTrafficReport","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","puedo-ir-al-gimnasio-despues-de-la-acupuntura","https://serenfermera.com/puedo-ir-al-gimnasio-despues-de-la-acupuntura","2","14","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidando-enfermeria","https://serenfermera.com/cuidando-enfermeria","2","242","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","pregunta-frecuente-que-ropa-lleva-un-fisioterapeuta","https://serenfermera.com/pregunta-frecuente-que-ropa-lleva-un-fisioterapeuta","2","18","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","microtia-cuidados-de-enfermeria","https://serenfermera.com/microtia-cuidados-de-enfermeria","2","12","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","que-medicamentos-puede-recetar-un-naturopata","https://serenfermera.com/que-medicamentos-puede-recetar-un-naturopata","2","12","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Cuidados clinicos y procedimientos","angina-inestable-cuidados-de-enfermeria-que-es","https://serenfermera.com/angina-inestable-cuidados-de-enfermeria-que-es","2","47","SiteExplorerUrls","False","","","Crear desde cero"
"P3","Conceptos y fundamentos de enfermeria","cuidados-enfermeria-itu-pediatrica","https://serenfermera.com/cuidados-enfermeria-itu-pediatrica","2","40","SiteExplorerUrls","False","","","Crear desde cero"
